username,gender,state,user_agent_string,variation
sawyersandra,F,MI,"Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2013-12-10 10:32:43 Firefox/3.8",variation
uwhite,F,GA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3; rv:1.9.3.20) Gecko/2013-10-23 14:32:36 Firefox/3.6.10",control
ijohnston,M,AK,"Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1)",control
gallowayrichard,F,IA,"Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0)",variation
jason83,F,ME,"Mozilla/5.0 (Windows 98; fr-FR; rv:1.9.1.20) Gecko/2018-01-09 18:29:31 Firefox/3.8",control
brittanyhorne,F,RI,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8) AppleWebKit/5331 (KHTML, like Gecko) Chrome/15.0.889.0 Safari/5331",variation
lisa06,M,IL,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1)",control
whitakergregory,F,KS,"Mozilla/5.0 (Windows 98; Win 9x 4.90; az-AZ; rv:1.9.1.20) Gecko/2017-07-24 08:01:33 Firefox/7.0",control
ylopez,M,LA,"Mozilla/5.0 (Windows 98) AppleWebKit/5332 (KHTML, like Gecko) Chrome/36.0.850.0 Safari/5332",variation
gatesmallory,F,WY,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4; rv:1.9.5.20) Gecko/2017-08-28 14:41:11 Firefox/3.8",control
vhall,F,MN,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1)",control
walkerjessica,M,WI,"Opera/9.86.(Windows NT 6.2; mhr-RU) Presto/2.9.183 Version/12.00",variation
orrbrandy,M,AR,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3 rv:3.0; gv-GB) AppleWebKit/532.35.3 (KHTML, like Gecko) Version/4.0.1 Safari/532.35.3",control
waterstraci,F,MN,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)",variation
maria22,F,ND,"Opera/8.31.(Windows 98; fo-FO) Presto/2.9.167 Version/11.00",control
harmonjeffrey,F,OR,"Opera/9.55.(Windows NT 6.0; fil-PH) Presto/2.9.171 Version/10.00",variation
william94,F,SC,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0)",control
christopher33,F,MI,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/4.0.2 Safari/531.38.1",variation
averyeric,F,UT,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0 rv:4.0; cmn-TW) AppleWebKit/531.15.5 (KHTML, like Gecko) Version/4.0.1 Safari/531.15.5",variation
beckymyers,F,UT,"Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.0)",control
anthony49,F,FL,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6) AppleWebKit/5342 (KHTML, like Gecko) Chrome/49.0.889.0 Safari/5342",control
richardstephens,M,MO,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5311 (KHTML, like Gecko) Chrome/33.0.874.0 Safari/5311",control
karenbradshaw,F,CT,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.37.2 (KHTML, like Gecko) Version/4.1 Safari/531.37.2",variation
mccarthymichelle,F,SC,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/4.0.2 Safari/534.50.2",control
brennandonald,M,HI,"Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0)",control
jessewest,F,MN,"Opera/8.89.(X11; Linux x86_64; eo-US) Presto/2.9.178 Version/11.00",variation
smithjeffrey,M,SD,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5362 (KHTML, like Gecko) Chrome/23.0.852.0 Safari/5362",control
qcox,M,WV,"Mozilla/5.0 (Windows NT 4.0; km-KH; rv:1.9.2.20) Gecko/2013-09-26 07:00:41 Firefox/3.6.6",control
hernandezcassidy,F,AL,"Mozilla/5.0 (Windows 98; quz-PE; rv:1.9.2.20) Gecko/2012-02-27 00:45:35 Firefox/8.0",control
kimberly05,F,NE,"Opera/8.10.(Windows NT 4.0; hr-HR) Presto/2.9.173 Version/11.00",variation
ubecker,F,NC,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0)",control
gregory13,M,MI,"Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.1)",variation
kennedyphilip,F,WA,"Opera/8.54.(X11; Linux i686; ru-UA) Presto/2.9.177 Version/10.00",variation
dana48,M,MA,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.3.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.3.6",control
sandy47,M,FL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tig-ER) AppleWebKit/534.41.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.41.6",control
jamesrobinson,M,VA,"Opera/9.37.(Windows 98; Win 9x 4.90; fo-FO) Presto/2.9.179 Version/12.00",variation
morrischristopher,F,OK,"Mozilla/5.0 (Windows 98) AppleWebKit/5342 (KHTML, like Gecko) Chrome/61.0.847.0 Safari/5342",variation
joseph04,F,MS,"Mozilla/5.0 (Windows 98) AppleWebKit/5362 (KHTML, like Gecko) Chrome/18.0.804.0 Safari/5362",control
roseanna,F,NC,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.0)",variation
barbara05,F,LA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8; rv:1.9.4.20) Gecko/2012-12-01 01:52:41 Firefox/5.0",control
gina12,F,MS,"Opera/8.78.(X11; Linux x86_64; ak-GH) Presto/2.9.172 Version/12.00",control
melissahall,M,ND,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.29.2 (KHTML, like Gecko) Version/5.0.3 Safari/532.29.2",control
watsontammy,M,GA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1 rv:3.0; fa-IR) AppleWebKit/531.32.2 (KHTML, like Gecko) Version/4.1 Safari/531.32.2",control
youngjacob,F,NC,"Opera/8.40.(Windows NT 6.2; dv-MV) Presto/2.9.189 Version/10.00",variation
tannerhaley,F,IN,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2; rv:1.9.5.20) Gecko/2017-09-14 20:33:13 Firefox/3.6.17",variation
kmayer,M,OK,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7; rv:1.9.3.20) Gecko/2013-11-28 21:34:05 Firefox/6.0",variation
teverett,F,WI,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.2.7 (KHTML, like Gecko) Version/5.1 Safari/531.2.7",variation
hrichardson,M,IL,"Mozilla/5.0 (Windows CE) AppleWebKit/5311 (KHTML, like Gecko) Chrome/55.0.814.0 Safari/5311",control
april12,F,WY,"Opera/8.94.(Windows NT 4.0; bn-IN) Presto/2.9.177 Version/11.00",variation
manncesar,F,CT,"Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2018-07-05 03:57:53 Firefox/3.6.4",control
maria61,F,NH,"Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2016-12-05 03:23:27 Firefox/12.0",variation
daniel03,F,WY,"Mozilla/5.0 (Windows NT 6.0; nb-NO; rv:1.9.1.20) Gecko/2012-09-02 04:49:07 Firefox/15.0",variation
sellerselizabeth,F,MS,"Opera/9.54.(Windows NT 6.0; kw-GB) Presto/2.9.175 Version/11.00",variation
yesenia36,F,GA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2; rv:1.9.3.20) Gecko/2018-02-10 02:52:12 Firefox/3.6.14",variation
hmyers,M,IA,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.41.2 (KHTML, like Gecko) Version/5.0 Safari/533.41.2",control
mooresarah,F,NY,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0)",control
tannerroberto,F,OH,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.13.6 (KHTML, like Gecko) Version/4.0.3 Safari/534.13.6",variation
xgarcia,M,OH,"Opera/8.62.(X11; Linux i686; ast-ES) Presto/2.9.180 Version/12.00",variation
garretthamilton,F,AZ,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1)",control
dsantos,F,OR,"Opera/9.68.(X11; Linux x86_64; the-NP) Presto/2.9.176 Version/12.00",variation
cgray,F,GA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ik-CA) AppleWebKit/534.40.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.40.2",variation
sarahfigueroa,F,KY,"Opera/8.69.(X11; Linux x86_64; br-FR) Presto/2.9.184 Version/11.00",variation
cassandra82,M,AK,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5320 (KHTML, like Gecko) Chrome/45.0.882.0 Safari/5320",control
jerry38,F,NH,"Opera/9.57.(X11; Linux i686; kw-GB) Presto/2.9.181 Version/11.00",control
jeffrey19,M,MS,"Mozilla/5.0 (Windows 95; mi-NZ; rv:1.9.0.20) Gecko/2017-11-13 23:39:39 Firefox/3.6.17",variation
amandaking,M,RI,"Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2016-09-22 14:18:00 Firefox/13.0",variation
cholland,F,VA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ks-IN) AppleWebKit/532.30.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.30.4",control
manuel47,M,VT,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; kw-GB) AppleWebKit/535.8.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.8.5",variation
kenneth24,F,ID,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2018-07-14 16:25:22 Firefox/3.8",control
danielmichael,F,AL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nso-ZA) AppleWebKit/532.11.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.11.3",variation
timothylewis,F,OK,"Opera/8.32.(Windows NT 5.2; bho-IN) Presto/2.9.188 Version/10.00",variation
vcastillo,F,NV,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.1)",control
ogreen,F,OK,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.44.2 (KHTML, like Gecko) Version/4.0.2 Safari/533.44.2",control
bjones,F,CO,"Opera/8.31.(Windows NT 5.1; tn-ZA) Presto/2.9.179 Version/12.00",control
stuartkim,F,MS,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.1)",variation
thines,F,IN,"Mozilla/5.0 (Windows NT 5.01; tr-TR; rv:1.9.0.20) Gecko/2011-12-03 06:04:14 Firefox/3.6.13",control
coryandrews,M,SC,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0)",control
lindseyscott,M,NM,"Mozilla/5.0 (Windows NT 5.01; fo-FO; rv:1.9.1.20) Gecko/2015-06-25 16:18:03 Firefox/3.6.15",control
lcortez,M,GA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; bs-BA) AppleWebKit/532.40.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.40.5",variation
lisa29,F,MO,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.22.3 (KHTML, like Gecko) Version/5.0 Safari/532.22.3",variation
cisnerosdanielle,F,HI,"Opera/9.98.(X11; Linux x86_64; ayc-PE) Presto/2.9.183 Version/10.00",control
michaelmcneil,F,AR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/16.0.850.0 Safari/5330",variation
brian19,F,MD,"Opera/9.82.(Windows NT 5.2; ne-NP) Presto/2.9.177 Version/11.00",control
eduardokim,M,IA,"Opera/9.56.(Windows CE; crh-UA) Presto/2.9.190 Version/10.00",control
smithjoseph,F,MN,"Opera/9.55.(X11; Linux i686; yi-US) Presto/2.9.186 Version/11.00",variation
hillpaul,M,NY,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8; rv:1.9.3.20) Gecko/2012-06-02 22:57:25 Firefox/3.8",variation
turnerdaniel,F,MD,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/49.0.860.0 Safari/5362",variation
stacy58,F,VA,"Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0)",control
evazquez,F,WY,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0)",control
cjordan,F,OH,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2017-09-12 00:23:49 Firefox/3.6.4",control
jacquelinewalker,F,MO,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2017-09-20 18:23:12 Firefox/3.6.15",control
simmonsmatthew,F,WI,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2016-02-01 23:18:33 Firefox/3.6.1",variation
richardslinda,M,VA,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0)",variation
fbaker,M,TX,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5332 (KHTML, like Gecko) Chrome/50.0.836.0 Safari/5332",control
laurie42,F,CA,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1)",control
xrussell,F,MT,"Opera/8.11.(X11; Linux i686; ml-IN) Presto/2.9.177 Version/10.00",control
wcastillo,F,DE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5321 (KHTML, like Gecko) Chrome/50.0.881.0 Safari/5321",variation
davidcameron,F,ND,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/2013-09-05 13:21:41 Firefox/3.6.6",control
carrnorman,F,OK,"Mozilla/5.0 (Windows 95) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.881.0 Safari/5330",control
qgonzales,M,TN,"Opera/8.98.(X11; Linux x86_64; hr-HR) Presto/2.9.176 Version/10.00",control
qgriffith,F,NC,"Opera/9.96.(X11; Linux i686; shs-CA) Presto/2.9.164 Version/12.00",variation
vbaker,F,AL,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.1)",control
nellis,F,IA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0; rv:1.9.3.20) Gecko/2010-12-04 00:30:36 Firefox/3.8",variation
luismurray,F,MO,"Opera/9.36.(X11; Linux i686; ce-RU) Presto/2.9.183 Version/11.00",variation
andreharris,F,OK,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2011-07-20 01:58:01 Firefox/6.0",variation
zbaldwin,F,WA,"Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0)",variation
nathanielscott,F,AZ,"Opera/9.32.(X11; Linux i686; sd-IN) Presto/2.9.176 Version/11.00",control
ihicks,F,OH,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/5322 (KHTML, like Gecko) Chrome/35.0.842.0 Safari/5322",control
fordjennifer,F,MO,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5310 (KHTML, like Gecko) Chrome/15.0.804.0 Safari/5310",variation
igaines,F,DE,"Opera/8.33.(Windows 95; se-NO) Presto/2.9.177 Version/10.00",control
ryanperez,M,NM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; lb-LU) AppleWebKit/531.2.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.2.6",control
rachel01,M,MT,"Opera/9.15.(X11; Linux x86_64; tcy-IN) Presto/2.9.162 Version/11.00",control
teresa22,M,WY,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8) AppleWebKit/5342 (KHTML, like Gecko) Chrome/34.0.818.0 Safari/5342",control
guerrerochristina,M,IL,"Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1)",control
alicia82,F,VA,"Mozilla/5.0 (Windows CE) AppleWebKit/5332 (KHTML, like Gecko) Chrome/50.0.852.0 Safari/5332",control
dana32,F,IN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/50.0.827.0 Safari/5351",variation
samuelparker,F,CA,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1)",variation
carolsandoval,M,NY,"Opera/9.21.(Windows NT 5.2; pa-IN) Presto/2.9.175 Version/10.00",control
rowens,F,KS,"Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2010-02-06 09:58:53 Firefox/3.8",control
fieldsbrandon,M,NH,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1) AppleWebKit/5341 (KHTML, like Gecko) Chrome/44.0.846.0 Safari/5341",variation
nicholas48,M,CO,"Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1)",variation
suzanne93,M,TN,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/20.0.808.0 Safari/5320",control
jodioneill,M,DC,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5312 (KHTML, like Gecko) Chrome/30.0.891.0 Safari/5312",control
angelabird,M,VT,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.3.20) Gecko/2012-05-16 13:42:58 Firefox/10.0",control
marshalljennifer,F,MD,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.15.5 (KHTML, like Gecko) Version/4.0.5 Safari/535.15.5",variation
meltongregory,F,WI,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3 rv:5.0; lb-LU) AppleWebKit/533.27.3 (KHTML, like Gecko) Version/5.0.4 Safari/533.27.3",control
willie79,M,SD,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6) AppleWebKit/5332 (KHTML, like Gecko) Chrome/19.0.834.0 Safari/5332",variation
carpenterdennis,M,NY,"Opera/8.50.(Windows NT 5.2; nso-ZA) Presto/2.9.177 Version/12.00",variation
collinsmark,F,LA,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1)",variation
karenwilliams,F,GA,"Opera/8.53.(Windows NT 5.1; ckb-IQ) Presto/2.9.181 Version/11.00",variation
bradleyprice,M,HI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5311 (KHTML, like Gecko) Chrome/26.0.813.0 Safari/5311",control
michael79,M,IN,"Opera/9.83.(X11; Linux x86_64; gd-GB) Presto/2.9.181 Version/11.00",control
blakegarrett,F,ID,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.832.0 Safari/5311",control
jonathanwilson,F,KY,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.4.7 (KHTML, like Gecko) Version/5.1 Safari/535.4.7",control
bankscandace,M,CT,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/46.0.802.0 Safari/5331",variation
cindywilson,F,LA,"Opera/9.92.(X11; Linux x86_64; ff-SN) Presto/2.9.175 Version/11.00",variation
jamesgreen,M,SD,"Opera/8.76.(Windows NT 5.1; kn-IN) Presto/2.9.169 Version/11.00",control
tricia81,M,IL,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/21.0.887.0 Safari/5341",variation
lucasjill,F,NE,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ia-FR) AppleWebKit/532.12.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.12.1",variation
rachel17,F,SC,"Opera/9.68.(X11; Linux i686; ve-ZA) Presto/2.9.183 Version/12.00",variation
kirk91,M,MT,"Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.1)",control
jack87,F,HI,"Mozilla/5.0 (Windows 95) AppleWebKit/5312 (KHTML, like Gecko) Chrome/57.0.824.0 Safari/5312",variation
timothylopez,F,DC,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; quz-PE) AppleWebKit/532.49.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.49.7",control
donaldwright,F,PA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1) AppleWebKit/5342 (KHTML, like Gecko) Chrome/58.0.817.0 Safari/5342",control
cory29,F,IL,"Opera/8.68.(Windows NT 6.1; hr-HR) Presto/2.9.164 Version/12.00",variation
sarah84,F,MI,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1)",control
julie05,M,WI,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_7) AppleWebKit/5330 (KHTML, like Gecko) Chrome/51.0.837.0 Safari/5330",variation
georgerice,F,MA,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.1 Safari/532.46.7",control
hector75,M,SD,"Mozilla/5.0 (Windows NT 6.2; mr-IN; rv:1.9.2.20) Gecko/2014-01-23 18:40:56 Firefox/9.0",variation
lesliemoore,F,OK,"Opera/8.69.(X11; Linux i686; de-CH) Presto/2.9.165 Version/10.00",variation
christina98,M,IN,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7; rv:1.9.3.20) Gecko/2017-06-21 20:09:49 Firefox/3.8",control
adamfisher,M,PA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6 rv:5.0; cy-GB) AppleWebKit/531.14.3 (KHTML, like Gecko) Version/4.1 Safari/531.14.3",control
zacharyjackson,F,UT,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ln-CD) AppleWebKit/534.16.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.16.5",variation
douglas95,M,CO,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_1 rv:5.0; ia-FR) AppleWebKit/535.29.4 (KHTML, like Gecko) Version/5.0.2 Safari/535.29.4",control
ubuck,M,TN,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5) AppleWebKit/5311 (KHTML, like Gecko) Chrome/35.0.840.0 Safari/5311",control
zanderson,F,SD,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.4.20) Gecko/2017-01-27 04:01:01 Firefox/3.6.15",control
ggilmore,F,VT,"Opera/8.51.(Windows 98; mai-IN) Presto/2.9.166 Version/12.00",variation
mark18,M,GA,"Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2014-03-13 23:35:45 Firefox/6.0",control
hollyerickson,M,IN,"Opera/8.68.(Windows 98; ms-MY) Presto/2.9.187 Version/10.00",variation
jonessarah,F,TX,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/27.0.809.0 Safari/5320",variation
david82,F,IN,"Opera/8.42.(Windows NT 4.0; wa-BE) Presto/2.9.187 Version/12.00",control
mary95,M,MS,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2 rv:2.0; nso-ZA) AppleWebKit/535.32.6 (KHTML, like Gecko) Version/4.0.3 Safari/535.32.6",variation
elizabethhuff,F,AL,"Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1)",variation
ashley06,F,KY,"Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2017-04-05 22:23:24 Firefox/3.8",variation
mhampton,M,NE,"Opera/9.18.(Windows NT 6.2; hr-HR) Presto/2.9.181 Version/10.00",variation
williambrown,F,AR,"Opera/9.35.(Windows CE; kn-IN) Presto/2.9.176 Version/11.00",control
ewhite,F,WI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5352 (KHTML, like Gecko) Chrome/48.0.828.0 Safari/5352",variation
thomasann,M,CA,"Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0)",control
eneal,M,DC,"Opera/8.58.(X11; Linux i686; uk-UA) Presto/2.9.187 Version/12.00",control
scott39,F,TX,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.6.20) Gecko/2016-12-23 11:58:34 Firefox/3.6.10",variation
leemichael,M,NC,"Opera/9.30.(X11; Linux x86_64; ckb-IQ) Presto/2.9.165 Version/10.00",control
melanie65,F,ID,"Mozilla/5.0 (Windows 95) AppleWebKit/5340 (KHTML, like Gecko) Chrome/56.0.816.0 Safari/5340",control
tina30,F,MA,"Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0)",variation
rhernandez,F,LA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4 rv:4.0; shs-CA) AppleWebKit/535.46.6 (KHTML, like Gecko) Version/5.1 Safari/535.46.6",control
cameron20,F,DE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1 rv:2.0; sat-IN) AppleWebKit/531.12.3 (KHTML, like Gecko) Version/4.0.2 Safari/531.12.3",control
qbowers,M,TX,"Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1)",control
gjackson,F,FL,"Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.1)",variation
megan66,F,OR,"Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.0)",control
fmiller,F,GA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/40.0.838.0 Safari/5351",control
gnichols,F,AL,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.50.6 (KHTML, like Gecko) Version/4.0.2 Safari/534.50.6",variation
huntdale,F,MO,"Opera/9.10.(X11; Linux i686; ca-AD) Presto/2.9.181 Version/12.00",control
paul52,M,AR,"Opera/8.51.(Windows CE; am-ET) Presto/2.9.187 Version/11.00",control
croman,F,IN,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.849.0 Safari/5330",variation
donna30,F,OK,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0 rv:3.0; es-MX) AppleWebKit/533.21.6 (KHTML, like Gecko) Version/4.0 Safari/533.21.6",control
gallaghervalerie,F,ND,"Mozilla/5.0 (Windows CE) AppleWebKit/5351 (KHTML, like Gecko) Chrome/33.0.801.0 Safari/5351",variation
gswanson,F,FL,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7; rv:1.9.6.20) Gecko/2014-07-08 22:56:54 Firefox/10.0",control
henrymarcus,M,MD,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/5342 (KHTML, like Gecko) Chrome/26.0.839.0 Safari/5342",control
bobby41,F,SD,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5; rv:1.9.6.20) Gecko/2011-07-28 17:53:32 Firefox/8.0",control
ericamckay,F,AR,"Opera/9.47.(Windows 95; pl-PL) Presto/2.9.167 Version/10.00",control
